Book Id,Title,Author,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
42157,P.S. Longer Letter Later (Elizabeth and Tara*Starr  #1),Paula Danziger/Ann M. Martin,3.78,0590213113,9780590213110,eng,234,2699,242,5/1/1999,Scholastic Paperbacks,"Young Adult;Childrens;Childrens,Middle Grade;Fiction;Realistic Fiction;Contemporary;Childrens,Juvenile;Womens Fiction,Chick Lit;Young Adult,Teen;Academic,School"
12180,Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes,3.96,0060593245,9780060593247,eng,400,312,26,12/12/2006,Harper Perennial,"Writing,Books About Books;Nonfiction;History;Language,Writing;Philosophy;Criticism,Literary Criticism;Literature;Literature,21st Century;Reference;Criticism"
7672,Congo,Michael Crichton,3.59,0060541830,9780060541835,eng,442,144636,1546,10/28/2003,Avon Books,"Fiction;Science Fiction;Thriller;Adventure;Horror;Mystery;Suspense;Cultural,Africa;Novels;Thriller,Mystery Thriller"
30821,John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,3.94,0399153896,9780399153891,eng,310,1144,108,12/1/2006,Putnam Adult,"Christian Fiction;Christian;Historical,Historical Fiction;Fiction;Biblical Fiction;Religion,Christianity;Religion;Historical;Biblical;Religion,Faith"
32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,0345492781,9780345492784,eng,224,1875,37,7/25/2006,Del Rey,"Sequential Art,Manga;Sequential Art,Comics;Manga,Shonen;Sports,Sports;Action;Science Fiction;Sequential Art,Graphic Novels;Humor;Fiction;Comics Manga"
35907,Sgt. Frog  Vol. 13 (Sgt. Frog  #13),Mine Yoshizaki,4.23,1427802114,9781427802118,eng,192,77,1,6/1/2007,TokyoPop,"Sequential Art,Manga;Sequential Art,Graphic Novels"
25855,The Drifting Classroom  Vol. 4 (Drifting Classroom),Kazuo Umezu,3.91,1421509563,9781421509563,en-US,192,412,20,2/20/2007,VIZ Media LLC,"Sequential Art,Manga;Horror;Sequential Art,Comics;Science Fiction;Sequential Art,Graphic Novels;Fiction;Cultural,Japan;Comics Manga;Adventure;Manga,Shonen"
33835,When True Night Falls (The Coldfire Trilogy  #2),C.S. Friedman,4.14,0756403162,9780756403164,en-US,560,8188,139,10/4/2005,DAW,"Fantasy;Science Fiction;Fiction;Science Fiction Fantasy;Fantasy,Dark Fantasy;Fantasy,Epic Fantasy;Horror;Fantasy,High Fantasy;Paranormal,Vampires;Dark"
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,0446579785,9780446579780,en-US,211,213,26,2/1/2006,Business Plus,"Economics;Nonfiction;Business;Economics,Finance;Politics;Environment,Peak Oil"
41497,Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,3.62,078521836X,9780785218364,eng,221,1113,183,9/12/2006,Nelson Books,"Biography;Self Help;Nonfiction;Autobiography,Memoir;Inspirational;Biography,Autobiography;Christian;Spirituality;Book Club"
7661,Next,Michael Crichton,3.5,0060872985,9780060872984,eng,431,59354,2540,11/28/2006,Harper,"Fiction;Science Fiction;Thriller;Mystery;Suspense;Novels;Science Fiction Fantasy;Biology,Genetics;Thriller,Mystery Thriller;Adventure"
33185,Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,4.02,0300101058,9780300101058,eng,249,822,58,9/10/2003,Yale University Press,"Classics;Plays;Fiction;Drama;Academic,School;Literature;Plays,Theatre;Academic,Read For School;Poetry;Young Adult,High School"
2390,Moby-Dick,Herman Melville/Carl F. Hovde,3.5,1593080182,9781593080181,eng,707,1260,207,4/1/2003,Barnes  Noble Classics,"Classics;Fiction;Literature;Adventure;Historical,Historical Fiction;Novels;Literature,American;Literature,19th Century;Classics,Classic Literature;Audiobook"
16228,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,4.29,0520251741,9780520251748,eng,267,12,2,3/19/2007,University of California Press,"Horticulture,Gardening;Nonfiction;Nature,Plants;Environment;Environment,Nature"
6198,Boyhood: Scenes from Provincial Life,J.M. Coetzee,3.79,014026566X,9780140265668,eng,166,3162,183,9/1/1998,Penguin Books,"Fiction;Cultural,Africa;Southern Africa,South Africa;Literature;Nobel Prize;Novels;Literary Fiction;Literature,20th Century;Biography Memoir;Young Adult,Coming Of Age"
39625,Call of the Moon,Ronda Thompson,3.74,0505525151,9780505525154,eng,352,126,8,1/1/2009,Love Spell,"Romance;Fantasy,Paranormal;Romance,Paranormal Romance;Shapeshifters,Werewolves;Paranormal,Shapeshifters;Fiction;Fantasy"
36606,Oliver and Albert  Friends Forever (Easy-to-Read  Puffin),Jean Van Leeuwen/Ann Schweninger,3.61,0142300845,9780142300848,eng,48,23,2,3/18/2002,Puffin,Childrens
5342,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4.01,0684865378,9780684865379,eng,128,1729,364,11/9/1999,Simon  Schuster,"Classics;Holiday,Christmas;Religion;Nonfiction;Christian;Childrens;Inspirational;Biography;Spirituality;Religion,Christianity"
35206,Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi,4.13,0143039849,9780143039846,eng,268,4813,239,10/31/2006,Penguin Classics,"Short Stories;Fiction;Cultural,Japan;Asian Literature,Japanese Literature;Classics;Literature;Historical,Historical Fiction;Cultural,Asia;Literature,20th Century;Literature,Asian Literature"
18486,Frankenstein Makes a Sandwich,Adam Rex,4.21,0152057668,9780152057664,eng,40,1911,276,9/1/2006,Harcourt,"Childrens,Picture Books;Poetry;Holiday,Halloween;Childrens;Humor;Folklore,Monsters;Horror;Fantasy;Fiction;Childrens,Juvenile"
45337,Night Has a Thousand Eyes,Cornell Woolrich,3.77,1933648279,9781933648279,eng,344,704,74,4/1/2007,Pegasus Books,"Mystery;Mystery,Noir;Fiction;Horror;Mystery,Crime;Thriller;Classics;Thriller,Mystery Thriller;Novels;Suspense"
13993,Joust (Dragon Jousters  #1),Mercedes Lackey,4.02,0756401534,9780756401535,eng,448,10113,263,3/2/2004,DAW,"Fantasy;Fantasy,Dragons;Fiction;Science Fiction Fantasy;Fantasy,High Fantasy;Young Adult;Adult;Fantasy,Magic;Fantasy,Epic Fantasy;Adventure"
4405,American Gospel: God  the Founding Fathers  and the Making of a Nation,Jon Meacham,3.8,1400065550,9781400065554,eng,399,1876,244,4/4/2006,Random House (NY),"History;Nonfiction;Religion;North American Hi...,American History;Politics;Military History,American Revolution;Religion,Christianity;Historical;American Revolution,American Revolutionary War;Literature,American"
9997,The Ruined Map,Kōbō Abe/E. Dale Saunders,3.55,0375726527,9780375726521,eng,304,1398,105,12/4/2001,Vintage,"Fiction;Cultural,Japan;Asian Literature,Japanese Literature;Mystery;Literary Fiction;Literature,Asian Literature;Novels;Mystery,Crime;Literature;Thriller"
18640,Three Novels & Five Short Stories,Daphne du Maurier,4.12,0517349175,9780517349175,eng,677,33,2,12/12/1988,Random House Value Publishing,Fiction
10804,Collected Stories,Wallace Stegner/Lynn Stegner,4.22,0143039792,9780143039792,eng,576,608,59,7/25/2006,Penguin Classics,"Short Stories;Fiction;Literature,American;Anthologies;Westerns;Historical,Historical Fiction;Literary Fiction;American,American Fiction;Literature;Anthologies,Collections"
7338,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,3.79,1887726098,9781887726092,eng,323,39,2,5/9/2005,Mythopoeic Press,Nonfiction
10460,The Children on the Top Floor,Noel Streatfeild,3.79,0440412242,9780440412243,en-GB,180,148,17,7/1/1985,Yearling,"Childrens;Fiction;European Literature,British Literature;Childrens,Middle Grade;Classics"
34530,Guards! Guards! (Discworld  #8),Terry Pratchett,4.33,0613572173,9780613572170,eng,355,67,2,7/31/2001,Turtleback Books,"Fantasy;Fiction;Humor;Humor,Comedy;Fantasy,Dragons;Science Fiction Fantasy;Audiobook;Fantasy,Magic;Novels;Fantasy,High Fantasy"
22991,Blood Wedding and Yerma,Federico García Lorca/W.S. Merwin/Langston Hughes,3.84,1559360801,9781559360807,en-US,160,885,32,5/1/1994,Theatre Communications Group,"Plays;Classics;Poetry;Plays,Theatre;Fiction;Drama;European Literature,Spanish Literature;Academic,Read For School;Literature;Romance"
6539,The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,4.05,0425201449,9780425201442,eng,351,57415,920,12/28/2004,Berkley,"Mystery;Mystery,Crime;Fiction;Thriller;Thriller,Mystery Thriller;Suspense;Mystery,Murder Mystery;Mystery,Detective;Adult;Audiobook"
19689,Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,3.77,0425157709,9780425157701,eng,326,448,5,11/1/1997,Berkley,"War,Military Fiction;Nonfiction;History;War;Military,Military History;Reference"
24475,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,3.85,0743284887,9780743284882,en-US,374,14639,667,9/5/2006,Scribner Book Company,"Nonfiction;Writing,Essays;Music;Culture,Pop Culture;Humor;Writing,Journalism;Cultural;Autobiography,Memoir;Short Stories;Culture,Cultural Studies"
23300,The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,3.93,0439774381,9780439774383,eng,239,3099,241,1/1/2006,Scholastic Inc.,"Fantasy;Adventure;Mystery;Childrens,Middle Grade;Childrens;Fiction;Science Fiction,Time Travel;Young Adult;Science Fiction;European Literature,Italian Literature"
19998,The Porcelain Dove,Delia Sherman,3.41,0452272262,9780452272262,eng,416,206,28,7/1/1994,Plume,"Fantasy;Historical,Historical Fiction;Historical;Fiction;Cultural,France;Historical Fiction,Historical Fantasy;Fantasy,Fairy Tales;Fantasy Of Manners,Mannerpunk;Literature,18th Century;Science Fiction Fantasy"
14375,A Reading Guide to Island of the Blue Dolphins,Patricia McHugh,3.89,0439463696,9780439463690,eng,64,4,0,7/1/2003,Scholastic Reference,
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,0812694554,9780812694550,eng,243,11422,78,9/10/2004,Open Court,"Philosophy;Nonfiction;Culture,Pop Culture;Psychology;Writing,Essays;Adult;Writing,Books About Books;Cultural;Criticism,Literary Criticism;Culture,Film"
14566,Echo,Francesca Lia Block,3.87,0064407446,9780064407441,eng,215,4894,235,8/6/2001,HarperTeen,"Young Adult;Fantasy;Fiction;Magical Realism;Romance;Fantasy,Urban Fantasy;Young Adult,Teen;Young Adult,Coming Of Age;Young Adult,Young Adult Fantasy;Contemporary"
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,072324779X,9780723247791,eng,58,5209,130,3/7/2002,Warne,"Childrens;Childrens,Picture Books;Classics;Fiction;Animals;Fantasy;Short Stories;European Literature,British Literature;Childrens,Juvenile;Animals,Rabbits"
29914,Inner Circle (Carol Ashton Mysteries  #8),Claire McNab,3.74,156280135X,9781562801359,eng,196,72,1,10/1/1996,Naiad Press,"LGBT,Lesbian;Fiction;LGBT;Mystery;Mystery,Crime;Lesbian,Lesbian Fiction;LGBT,Queer"
31299,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75,1572705647,9781572705647,eng,196,13515,368,12/7/2006,AudioGO,"Mystery;Fiction;Mystery,Crime;Classics;Mystery,Detective;Thriller,Mystery Thriller;Audiobook;European Literature,British Literature;Mystery,Murder Mystery;Thriller"
8253,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,4.19,0060885432,9780060885434,eng,374,71853,646,1/1/2007,HarperTrophy,"Classics;Historical,Historical Fiction;Childrens;Fiction;Young Adult;Historical;Childrens,Middle Grade;Childrens,Juvenile;Audiobook;Family"
11352,Sula,Toni Morrison,3.93,0099760010,9780099760016,eng,189,709,94,5/7/2005,Vintage Books,"Fiction;Classics;Historical,Historical Fiction;Cultural,African American;Literary Fiction;Novels;Literature;Race;Academic,School;Feminism"
18854,Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,3.87,0156031639,9780156031639,eng,352,2423,125,7/3/2006,Mariner Books,"Nonfiction;Classics;Feminism;Writing,Essays;Politics;Literature;Philosophy;Literature,20th Century;Womens;European Literature,British Literature"
8978,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,0823016625,9780823016624,eng,144,31,1,6/1/2004,Watson-Guptill Publications,Art
28427,The Truelove Bride,Shana Abe,3.65,055358054X,9780553580549,eng,357,377,25,6/1/1999,Bantam,"Romance,Historical Romance;Romance;Historical;Romance,Paranormal Romance;Fantasy;Historical,Medieval;Historical Romance,Medieval Romance;Romance,Fantasy Romance;Adult;Historical,Historical Fiction"
40180,Vesco,Arthur Herzog III,4.0,0595272096,9780595272099,eng,408,6,3,3/11/2003,iUniverse,BIOGRAPHY;AUTOBIOGRAPHY
18828,The Rachel Papers,Martin Amis,3.59,0679734589,9780679734581,eng,240,8180,346,9/29/1992,Vintage,"Fiction;Novels;Contemporary;Young Adult,Coming Of Age;European Literature,British Literature;Literature;Literary Fiction;Classics;Literature,20th Century;Romance"
39403,Love Is Blind,Lynsay Sands,3.99,0843955007,9780843955002,eng,342,3488,207,8/1/2006,Leisure Books,"Romance,Historical Romance;Romance;Historical;Historical,Regency;Historical,Historical Fiction;Fiction;Humor;Adult;Historical Romance,Regency Romance;Mystery"
14808,Travels of Marco Polo,Marco Polo/Howard Mittelmark/Milton Rugoff,3.58,0451529510,9780451529510,eng,297,68,16,10/5/2004,Signet,"History;Travel;Classics;Nonfiction;Biography;Adventure;Cultural,China;Historical,Medieval;Cultural,Italy;European Literature,Italian Literature"
10058,Flags of Our Fathers,James D. Bradley/Ron Powers,4.19,0553384155,9780553384154,eng,382,45954,1297,8/29/2006,Bantam,"History;Nonfiction;War,Military Fiction;War;War,World War II;Biography;Military,Military History;North American Hi...,American History;Historical;Biography Memoir"
14107,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,3.78,0553409689,9780553409680,eng,192,17,1,6/1/2000,Transworld Publishers,"Mystery;Fiction;Mystery,Cozy Mystery;Mystery,Crime;Cultural,Scotland;Audiobook;Humor;Thriller,Mystery Thriller;Mystery,Detective;European Literature,British Literature"
40021,A Slipping-Down Life,Anne Tyler,3.61,0345478959,9780345478955,eng,192,3335,142,5/4/2004,Ballantine Books,"Fiction;Literary Fiction;Novels;Contemporary;Literature;Music;Literature,20th Century;Literature,American;The United States Of America;Female Authors"
6419,Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,0312306342,9780312306342,eng,164,47315,1446,1/9/2007,St. Martin's Press,"Mystery;Fiction;Humor;Womens Fiction,Chick Lit;Romance;Humor,Comedy;Mystery,Crime;Contemporary;Adult;Audiobook"
43798,The Feast of All Saints,Anne Rice,3.85,0345376048,9780345376046,en-US,570,16178,337,1/28/1992,Ballantine Books,"Fiction;Historical,Historical Fiction;Horror;Fantasy;Historical;Fantasy,Paranormal;Paranormal,Vampires;Fantasy,Supernatural;American,Southern;Novels"
34177,The Visual Arts: A History,Hugh Honour/John Fleming,3.85,0810935937,9780810935938,eng,960,0,0,12/1/2002,Harry N. Abrams,"Art;Art,Art History;History;Reference;Nonfiction;Textbooks"
16376,Full Moon (Blandings Castle  #7),P.G. Wodehouse,4.17,1585678368,9781585678365,eng,272,1860,131,11/23/2006,Harry N. Abrams,"Fiction;Humor;Classics;Humor,Comedy;European Literature,British Literature;Novels;Audiobook;Literature,20th Century;Literature;Romance"
45455,Artemis Fowl (Artemis Fowl  #1),Eoin Colfer/Ana Alcaina,3.84,8497939204,9788497939201,spa,286,45,3,3/30/2006,DEBOLS!LLO,"Fantasy;Young Adult;Fiction;Childrens,Middle Grade;Childrens;Science Fiction;Adventure;Fantasy,Magic;Fantasy,Urban Fantasy;Audiobook"
32520,Sonnets,William Shakespeare/Stephen  Booth,4.25,0300085060,9780300085068,eng,583,104,6,7/11/2000,Yale University Press,"Poetry;Classics;Fiction;Literature;Romance;Plays;European Literature,British Literature;Academic,School;Classics,Classic Literature;Literature,17th Century"
18315,The Picture of Dorian Gray,Oscar Wilde,4.08,1420925288,9781420925289,en-US,124,838,52,1/1/2005,Digireads.com,"Classics;Fiction;Horror;Fantasy;Gothic;Literature;Novels;Literature,19th Century;LGBT;Classics,Classic Literature"
25279,Dragon's Gate (Golden Mountain Chronicles  #3),Laurence Yep,3.67,0064404897,9780064404891,en-US,352,1845,128,1/23/2001,HarperCollins,"Historical,Historical Fiction;Young Adult;Fiction;Cultural,China;Academic,School;Childrens;Historical;Childrens,Middle Grade;Adventure;Cultural,Asia"
30080,Beckett Football Card Price Guide,Dan Hitt/James Beckett III,0.0,1930692471,9781930692473,eng,830,0,0,9/1/2006,Beckett Media,
17040,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,2.83,0321209184,9780321209184,eng,792,1,0,3/4/2005,Longman Publishing Group,Political Science
41128,The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3.75,0312890362,9780312890360,eng,384,2457,170,3/15/1995,Orb Books,"Science Fiction;Fiction;Apocalyptic,Post Apocalyptic;Science Fiction,Dystopia;Science Fiction,Apocalyptic;Speculative Fiction;Science Fiction Fantasy;Audiobook;Science Fiction,Alternate History;Adventure"
23845,The Nightmare Chronicles,Douglas Clegg,3.75,084394580X,9780843945805,en-US,360,409,32,9/1/1999,Leisure Books,Horror;Short Stories;Fiction;Anthologies
23963,You'll Have Had Your Hole,Irvine Welsh,3.51,0413728609,9780413728609,eng,76,227,5,4/2/1998,Bloomsbury Methuen Drama,Fiction;Drama;Plays
13500,Fevre Dream,George R.R. Martin,3.86,067145577X,9780671455774,eng,350,127,25,1/1/1982,Poseidon Press,"Fantasy;Horror;Paranormal,Vampires;Fiction;Historical,Historical Fiction;Historical;Fantasy,Paranormal;Fantasy,Supernatural;Fantasy,Urban Fantasy;Historical Fiction,Historical Fantasy"
20498,Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea/Tim Halliday/Jonathan Metcalf,4.0,0789493934,9780789493934,eng,256,56,5,10/1/2002,DK Publishing (Dorling Kindersley),"Nonfiction;Animals;Reference;Science;Environment,Nature"
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,0156001454,9780156001458,eng,272,5437,830,2/17/1995,Mariner Books,"Nonfiction;Autobiography,Memoir;Adventure;Animals;Animals,Dogs;Sports,Sports;Biography;Travel;Biography Memoir;Humor"
16947,Marxism and Literary Criticism,Terry Eagleton,3.89,0415285844,9780415285841,eng,84,646,33,6/13/2002,Routledge,"Philosophy;Nonfiction;Criticism,Literary Criticism;Philosophy,Theory;Literature;Criticism;Politics;Academic;European Literature,British Literature;Academic,Grad School"
37064,Divine Filth: Lost Writings (Modern Classics),Georges Bataille,3.88,1840681128,9781840681123,eng,160,76,2,9/15/2004,Creation Books,Poetry;Philosophy
23410,Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,4.23,0743518365,9780743518369,eng,16,58,10,4/1/2010,Pimsleur,Nonfiction
39031,The Cabinet of Curiosities (Pendergast  #3),Douglas Preston/Lincoln Child,4.25,0446611239,9780446611237,eng,629,34650,1722,6/1/2003,Warner Books,"Mystery;Thriller;Fiction;Horror;Thriller,Mystery Thriller;Suspense;Mystery,Crime;Adventure;Audiobook;Mystery,Detective"
35002,The One Minute Minute Sales Person,Spencer Johnson,3.78,0007104847,9780007104840,eng,109,68,7,6/1/2000,HarperCollins Publishers,"Business;Nonfiction;Self Help;Psychology;Business,Management;Audiobook;Self Help,Personal Development;Buisness;Economics,Finance;Business,Entrepreneurship"
6340,Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,4.3,0967967570,9780967967578,eng,326,118,13,9/1/2002,Paul Dry Books,"Classics;Poetry;Criticism,Literary Criticism;History;Nonfiction;Cultural,Greece;Criticism;Literature;History,Ancient History;Writing,Essays"
11318,Trouble Is My Business,Raymond Chandler,4.06,0394757645,9780394757643,eng,224,9606,258,8/12/1988,Vintage Crime/Black Lizard,"Mystery;Fiction;Mystery,Crime;Mystery,Noir;Short Stories;Mystery,Detective;Classics;Mystery,Hard Boiled;Thriller,Mystery Thriller;Thriller"
3649,The Last Life,Claire Messud,3.56,0156011654,9780156011655,eng,400,1426,201,9/28/2000,Mariner Books,"Fiction;Cultural,France;Young Adult,Coming Of Age;Contemporary;Northern Africa,Algeria;Novels;Literature;Literary Fiction;Historical,Historical Fiction;Young Adult"
10514,Travels in Hyperreality,Umberto Eco/John Radziewicz/William Weaver,3.89,0156913216,9780156913218,eng,324,2021,78,5/27/1990,Mariner Books,"Nonfiction;Philosophy;Writing,Essays;European Literature,Italian Literature;Cultural;Philosophy,Theory;History;Sociology;Cultural,Italy;Literature"
41485,I Heard That Song Before,Mary Higgins Clark,3.82,0743264916,9780743264914,eng,318,545,69,4/3/2007,Simon & Schuster,"Mystery;Fiction;Suspense;Thriller;Thriller,Mystery Thriller;Mystery,Crime;Romance;Adult;Mystery,Murder Mystery;Audiobook"
42211,Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley,3.81,1557830061,73999140774,eng,298,61,4,4/1/2000,Applause Theatre & Cinema Book Publishers,"Plays;Drama;Plays,Theatre;Fiction;Classics"
40076,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,4.07,1579907156,9781579907150,eng,144,59,5,8/1/2006,Lark Books,"Art,Crafts;Art;Nonfiction;Reference"
